employee_id,date,status
EMP0008,2026-03-26,Absent
EMP0008,2026-03-25,Present
EMP0008,2026-03-24,Present
EMP0008,2026-03-23,Present
EMP0008,2026-03-22,Present
EMP0008,2026-03-21,Present
EMP0008,2026-03-20,Absent
EMP0008,2026-03-19,Present
EMP0008,2026-03-18,Work From Home
EMP0008,2026-03-17,Present
EMP0008,2026-03-16,Work From Home
EMP0008,2026-03-15,Work From Home
EMP0008,2026-03-14,Present
EMP0008,2026-03-13,Present
EMP0008,2026-03-12,Work From Home
EMP0008,2026-03-11,Present
EMP0008,2026-03-10,Work From Home
EMP0008,2026-03-09,Present
EMP0008,2026-03-08,Present
EMP0008,2026-03-07,Present
EMP0008,2026-03-06,Present
EMP0008,2026-03-05,Work From Home
EMP0008,2026-03-04,Present
EMP0008,2026-03-03,Present
EMP0008,2026-03-02,Work From Home
EMP0008,2026-03-01,Present
EMP0008,2026-02-28,Present
EMP0008,2026-02-27,Work From Home
EMP0008,2026-02-26,Present
EMP0008,2026-02-25,Present
EMP0009,2026-03-26,Present
EMP0009,2026-03-25,Present
EMP0009,2026-03-24,Present
EMP0009,2026-03-23,Work From Home
EMP0009,2026-03-22,Present
EMP0009,2026-03-21,Present
EMP0009,2026-03-20,Present
EMP0009,2026-03-19,Present
EMP0009,2026-03-18,Present
EMP0009,2026-03-17,Work From Home
EMP0009,2026-03-16,Present
EMP0009,2026-03-15,Work From Home
EMP0009,2026-03-14,Present
EMP0009,2026-03-13,Present
EMP0009,2026-03-12,Present
EMP0009,2026-03-11,Absent
EMP0009,2026-03-10,Work From Home
EMP0009,2026-03-09,Present
EMP0009,2026-03-08,Present
EMP0009,2026-03-07,Absent
EMP0009,2026-03-06,Present
EMP0009,2026-03-05,Present
EMP0009,2026-03-04,Present
EMP0009,2026-03-03,Absent
EMP0009,2026-03-02,Present
EMP0009,2026-03-01,Present
EMP0009,2026-02-28,Absent
EMP0009,2026-02-27,Present
EMP0009,2026-02-26,Present
EMP0009,2026-02-25,Absent
EMP0010,2026-03-26,Present
EMP0010,2026-03-25,Present
EMP0010,2026-03-24,Present
EMP0010,2026-03-23,Present
EMP0010,2026-03-22,Present
EMP0010,2026-03-21,Absent
EMP0010,2026-03-20,Present
EMP0010,2026-03-19,Absent
EMP0010,2026-03-18,Present
EMP0010,2026-03-17,Work From Home
EMP0010,2026-03-16,Present
EMP0010,2026-03-15,Present
EMP0010,2026-03-14,Present
EMP0010,2026-03-13,Present
EMP0010,2026-03-12,Present
EMP0010,2026-03-11,Present
EMP0010,2026-03-10,Present
EMP0010,2026-03-09,Present
EMP0010,2026-03-08,Present
EMP0010,2026-03-07,Present
EMP0010,2026-03-06,Absent
EMP0010,2026-03-05,Present
EMP0010,2026-03-04,Present
EMP0010,2026-03-03,Present
EMP0010,2026-03-02,Absent
EMP0010,2026-03-01,Present
EMP0010,2026-02-28,Present
EMP0010,2026-02-27,Present
EMP0010,2026-02-26,Present
EMP0010,2026-02-25,Present
EMP0011,2026-03-26,Present
EMP0011,2026-03-25,Present
EMP0011,2026-03-24,Present
EMP0011,2026-03-23,Absent
EMP0011,2026-03-22,Absent
EMP0011,2026-03-21,Absent
EMP0011,2026-03-20,Present
EMP0011,2026-03-19,Present
EMP0011,2026-03-18,Present
EMP0011,2026-03-17,Present
EMP0011,2026-03-16,Present
EMP0011,2026-03-15,Present
EMP0011,2026-03-14,Present
EMP0011,2026-03-13,Present
EMP0011,2026-03-12,Present
EMP0011,2026-03-11,Present
EMP0011,2026-03-10,Present
EMP0011,2026-03-09,Present
EMP0011,2026-03-08,Present
EMP0011,2026-03-07,Present
EMP0011,2026-03-06,Present
EMP0011,2026-03-05,Present
EMP0011,2026-03-04,Present
EMP0011,2026-03-03,Absent
EMP0011,2026-03-02,Present
EMP0011,2026-03-01,Work From Home
EMP0011,2026-02-28,Work From Home
EMP0011,2026-02-27,Present
EMP0011,2026-02-26,Absent
EMP0011,2026-02-25,Present
EMP0012,2026-03-26,Present
EMP0012,2026-03-25,Present
EMP0012,2026-03-24,Present
EMP0012,2026-03-23,Present
EMP0012,2026-03-22,Present
EMP0012,2026-03-21,Present
EMP0012,2026-03-20,Work From Home
EMP0012,2026-03-19,Work From Home
EMP0012,2026-03-18,Work From Home
EMP0012,2026-03-17,Present
EMP0012,2026-03-16,Present
EMP0012,2026-03-15,Present
EMP0012,2026-03-14,Present
EMP0012,2026-03-13,Present
EMP0012,2026-03-12,Present
EMP0012,2026-03-11,Present
EMP0012,2026-03-10,Present
EMP0012,2026-03-09,Present
EMP0012,2026-03-08,Present
EMP0012,2026-03-07,Present
EMP0012,2026-03-06,Present
EMP0012,2026-03-05,Work From Home
EMP0012,2026-03-04,Work From Home
EMP0012,2026-03-03,Present
EMP0012,2026-03-02,Present
EMP0012,2026-03-01,Work From Home
EMP0012,2026-02-28,Present
EMP0012,2026-02-27,Present
EMP0012,2026-02-26,Present
EMP0012,2026-02-25,Present
EMP0013,2026-03-26,Absent
EMP0013,2026-03-25,Present
EMP0013,2026-03-24,Absent
EMP0013,2026-03-23,Absent
EMP0013,2026-03-22,Work From Home
EMP0013,2026-03-21,Present
EMP0013,2026-03-20,Present
EMP0013,2026-03-19,Present
EMP0013,2026-03-18,Present
EMP0013,2026-03-17,Present
EMP0013,2026-03-16,Present
EMP0013,2026-03-15,Present
EMP0013,2026-03-14,Present
EMP0013,2026-03-13,Present
EMP0013,2026-03-12,Present
EMP0013,2026-03-11,Present
EMP0013,2026-03-10,Present
EMP0013,2026-03-09,Present
EMP0013,2026-03-08,Present
EMP0013,2026-03-07,Work From Home
EMP0013,2026-03-06,Work From Home
EMP0013,2026-03-05,Present
EMP0013,2026-03-04,Present
EMP0013,2026-03-03,Work From Home
EMP0013,2026-03-02,Work From Home
EMP0013,2026-03-01,Work From Home
EMP0013,2026-02-28,Present
EMP0013,2026-02-27,Present
EMP0013,2026-02-26,Present
EMP0013,2026-02-25,Absent
EMP0014,2026-03-26,Present
EMP0014,2026-03-25,Present
EMP0014,2026-03-24,Present
EMP0014,2026-03-23,Present
EMP0014,2026-03-22,Present
EMP0014,2026-03-21,Present
EMP0014,2026-03-20,Present
EMP0014,2026-03-19,Work From Home
EMP0014,2026-03-18,Present
EMP0014,2026-03-17,Present
EMP0014,2026-03-16,Work From Home
EMP0014,2026-03-15,Present
EMP0014,2026-03-14,Work From Home
EMP0014,2026-03-13,Present
EMP0014,2026-03-12,Present
EMP0014,2026-03-11,Present
EMP0014,2026-03-10,Present
EMP0014,2026-03-09,Present
EMP0014,2026-03-08,Present
EMP0014,2026-03-07,Present
EMP0014,2026-03-06,Absent
EMP0014,2026-03-05,Absent
EMP0014,2026-03-04,Work From Home
EMP0014,2026-03-03,Present
EMP0014,2026-03-02,Work From Home
EMP0014,2026-03-01,Absent
EMP0014,2026-02-28,Present
EMP0014,2026-02-27,Work From Home
EMP0014,2026-02-26,Absent
EMP0014,2026-02-25,Present
EMP0015,2026-03-26,Present
EMP0015,2026-03-25,Present
EMP0015,2026-03-24,Present
EMP0015,2026-03-23,Present
EMP0015,2026-03-22,Present
EMP0015,2026-03-21,Present
EMP0015,2026-03-20,Present
EMP0015,2026-03-19,Absent
EMP0015,2026-03-18,Present
EMP0015,2026-03-17,Work From Home
EMP0015,2026-03-16,Present
EMP0015,2026-03-15,Present
EMP0015,2026-03-14,Present
EMP0015,2026-03-13,Absent
EMP0015,2026-03-12,Present
EMP0015,2026-03-11,Present
EMP0015,2026-03-10,Present
EMP0015,2026-03-09,Present
EMP0015,2026-03-08,Present
EMP0015,2026-03-07,Present
EMP0015,2026-03-06,Work From Home
EMP0015,2026-03-05,Present
EMP0015,2026-03-04,Present
EMP0015,2026-03-03,Present
EMP0015,2026-03-02,Absent
EMP0015,2026-03-01,Absent
EMP0015,2026-02-28,Present
EMP0015,2026-02-27,Present
EMP0015,2026-02-26,Work From Home
EMP0015,2026-02-25,Present
EMP0016,2026-03-26,Present
EMP0016,2026-03-25,Work From Home
EMP0016,2026-03-24,Present
EMP0016,2026-03-23,Present
EMP0016,2026-03-22,Present
EMP0016,2026-03-21,Present
EMP0016,2026-03-20,Present
EMP0016,2026-03-19,Present
EMP0016,2026-03-18,Work From Home
EMP0016,2026-03-17,Present
EMP0016,2026-03-16,Present
EMP0016,2026-03-15,Present
EMP0016,2026-03-14,Present
EMP0016,2026-03-13,Present
EMP0016,2026-03-12,Present
EMP0016,2026-03-11,Present
EMP0016,2026-03-10,Present
EMP0016,2026-03-09,Present
EMP0016,2026-03-08,Present
EMP0016,2026-03-07,Present
EMP0016,2026-03-06,Present
EMP0016,2026-03-05,Present
EMP0016,2026-03-04,Work From Home
EMP0016,2026-03-03,Present
EMP0016,2026-03-02,Absent
EMP0016,2026-03-01,Absent
EMP0016,2026-02-28,Present
EMP0016,2026-02-27,Present
EMP0016,2026-02-26,Present
EMP0016,2026-02-25,Present
EMP0017,2026-03-26,Present
EMP0017,2026-03-25,Work From Home
EMP0017,2026-03-24,Present
EMP0017,2026-03-23,Present
EMP0017,2026-03-22,Absent
EMP0017,2026-03-21,Present
EMP0017,2026-03-20,Absent
EMP0017,2026-03-19,Present
EMP0017,2026-03-18,Work From Home
EMP0017,2026-03-17,Present
EMP0017,2026-03-16,Absent
EMP0017,2026-03-15,Work From Home
EMP0017,2026-03-14,Work From Home
EMP0017,2026-03-13,Present
EMP0017,2026-03-12,Present
EMP0017,2026-03-11,Present
EMP0017,2026-03-10,Present
EMP0017,2026-03-09,Present
EMP0017,2026-03-08,Present
EMP0017,2026-03-07,Work From Home
EMP0017,2026-03-06,Work From Home
EMP0017,2026-03-05,Present
EMP0017,2026-03-04,Present
EMP0017,2026-03-03,Present
EMP0017,2026-03-02,Present
EMP0017,2026-03-01,Present
EMP0017,2026-02-28,Work From Home
EMP0017,2026-02-27,Present
EMP0017,2026-02-26,Present
EMP0017,2026-02-25,Present
EMP0018,2026-03-26,Present
EMP0018,2026-03-25,Present
EMP0018,2026-03-24,Work From Home
EMP0018,2026-03-23,Absent
EMP0018,2026-03-22,Present
EMP0018,2026-03-21,Absent
EMP0018,2026-03-20,Present
EMP0018,2026-03-19,Present
EMP0018,2026-03-18,Present
EMP0018,2026-03-17,Absent
EMP0018,2026-03-16,Present
EMP0018,2026-03-15,Present
EMP0018,2026-03-14,Work From Home
EMP0018,2026-03-13,Work From Home
EMP0018,2026-03-12,Present
EMP0018,2026-03-11,Present
EMP0018,2026-03-10,Present
EMP0018,2026-03-09,Present
EMP0018,2026-03-08,Absent
EMP0018,2026-03-07,Present
EMP0018,2026-03-06,Present
EMP0018,2026-03-05,Present
EMP0018,2026-03-04,Present
EMP0018,2026-03-03,Work From Home
EMP0018,2026-03-02,Present
EMP0018,2026-03-01,Present
EMP0018,2026-02-28,Present
EMP0018,2026-02-27,Present
EMP0018,2026-02-26,Present
EMP0018,2026-02-25,Work From Home
EMP0019,2026-03-26,Present
EMP0019,2026-03-25,Present
EMP0019,2026-03-24,Present
EMP0019,2026-03-23,Present
EMP0019,2026-03-22,Present
EMP0019,2026-03-21,Present
EMP0019,2026-03-20,Work From Home
EMP0019,2026-03-19,Work From Home
EMP0019,2026-03-18,Present
EMP0019,2026-03-17,Present
EMP0019,2026-03-16,Present
EMP0019,2026-03-15,Present
EMP0019,2026-03-14,Absent
EMP0019,2026-03-13,Work From Home
EMP0019,2026-03-12,Work From Home
EMP0019,2026-03-11,Work From Home
EMP0019,2026-03-10,Absent
EMP0019,2026-03-09,Present
EMP0019,2026-03-08,Work From Home
EMP0019,2026-03-07,Present
EMP0019,2026-03-06,Present
EMP0019,2026-03-05,Present
EMP0019,2026-03-04,Absent
EMP0019,2026-03-03,Present
EMP0019,2026-03-02,Work From Home
EMP0019,2026-03-01,Present
EMP0019,2026-02-28,Present
EMP0019,2026-02-27,Absent
EMP0019,2026-02-26,Present
EMP0019,2026-02-25,Present
EMP0020,2026-03-26,Present
EMP0020,2026-03-25,Present
EMP0020,2026-03-24,Work From Home
EMP0020,2026-03-23,Present
EMP0020,2026-03-22,Work From Home
EMP0020,2026-03-21,Present
EMP0020,2026-03-20,Present
EMP0020,2026-03-19,Present
EMP0020,2026-03-18,Present
EMP0020,2026-03-17,Present
EMP0020,2026-03-16,Present
EMP0020,2026-03-15,Present
EMP0020,2026-03-14,Present
EMP0020,2026-03-13,Present
EMP0020,2026-03-12,Present
EMP0020,2026-03-11,Present
EMP0020,2026-03-10,Present
EMP0020,2026-03-09,Present
EMP0020,2026-03-08,Present
EMP0020,2026-03-07,Present
EMP0020,2026-03-06,Absent
EMP0020,2026-03-05,Present
EMP0020,2026-03-04,Present
EMP0020,2026-03-03,Present
EMP0020,2026-03-02,Present
EMP0020,2026-03-01,Work From Home
EMP0020,2026-02-28,Present
EMP0020,2026-02-27,Work From Home
EMP0020,2026-02-26,Present
EMP0020,2026-02-25,Present
EMP0021,2026-03-26,Present
EMP0021,2026-03-25,Absent
EMP0021,2026-03-24,Present
EMP0021,2026-03-23,Present
EMP0021,2026-03-22,Work From Home
EMP0021,2026-03-21,Work From Home
EMP0021,2026-03-20,Work From Home
EMP0021,2026-03-19,Present
EMP0021,2026-03-18,Absent
EMP0021,2026-03-17,Work From Home
EMP0021,2026-03-16,Present
EMP0021,2026-03-15,Present
EMP0021,2026-03-14,Work From Home
EMP0021,2026-03-13,Present
EMP0021,2026-03-12,Absent
EMP0021,2026-03-11,Work From Home
EMP0021,2026-03-10,Present
EMP0021,2026-03-09,Work From Home
EMP0021,2026-03-08,Present
EMP0021,2026-03-07,Present
EMP0021,2026-03-06,Present
EMP0021,2026-03-05,Present
EMP0021,2026-03-04,Present
EMP0021,2026-03-03,Present
EMP0021,2026-03-02,Present
EMP0021,2026-03-01,Present
EMP0021,2026-02-28,Work From Home
EMP0021,2026-02-27,Present
EMP0021,2026-02-26,Work From Home
EMP0021,2026-02-25,Work From Home
EMP0022,2026-03-26,Present
EMP0022,2026-03-25,Present
EMP0022,2026-03-24,Present
EMP0022,2026-03-23,Work From Home
EMP0022,2026-03-22,Present
EMP0022,2026-03-21,Present
EMP0022,2026-03-20,Present
EMP0022,2026-03-19,Present
EMP0022,2026-03-18,Present
EMP0022,2026-03-17,Present
EMP0022,2026-03-16,Present
EMP0022,2026-03-15,Present
EMP0022,2026-03-14,Present
EMP0022,2026-03-13,Present
EMP0022,2026-03-12,Present
EMP0022,2026-03-11,Present
EMP0022,2026-03-10,Work From Home
EMP0022,2026-03-09,Work From Home
EMP0022,2026-03-08,Present
EMP0022,2026-03-07,Present
EMP0022,2026-03-06,Present
EMP0022,2026-03-05,Present
EMP0022,2026-03-04,Present
EMP0022,2026-03-03,Present
EMP0022,2026-03-02,Present
EMP0022,2026-03-01,Present
EMP0022,2026-02-28,Present
EMP0022,2026-02-27,Present
EMP0022,2026-02-26,Present
EMP0022,2026-02-25,Present
EMP0023,2026-03-26,Present
EMP0023,2026-03-25,Present
EMP0023,2026-03-24,Present
EMP0023,2026-03-23,Present
EMP0023,2026-03-22,Present
EMP0023,2026-03-21,Work From Home
EMP0023,2026-03-20,Present
EMP0023,2026-03-19,Present
EMP0023,2026-03-18,Work From Home
EMP0023,2026-03-17,Work From Home
EMP0023,2026-03-16,Present
EMP0023,2026-03-15,Present
EMP0023,2026-03-14,Present
EMP0023,2026-03-13,Present
EMP0023,2026-03-12,Present
EMP0023,2026-03-11,Present
EMP0023,2026-03-10,Present
EMP0023,2026-03-09,Present
EMP0023,2026-03-08,Present
EMP0023,2026-03-07,Present
EMP0023,2026-03-06,Work From Home
EMP0023,2026-03-05,Present
EMP0023,2026-03-04,Work From Home
EMP0023,2026-03-03,Present
EMP0023,2026-03-02,Present
EMP0023,2026-03-01,Present
EMP0023,2026-02-28,Work From Home
EMP0023,2026-02-27,Present
EMP0023,2026-02-26,Present
EMP0023,2026-02-25,Present
EMP0024,2026-03-26,Present
EMP0024,2026-03-25,Present
EMP0024,2026-03-24,Work From Home
EMP0024,2026-03-23,Absent
EMP0024,2026-03-22,Present
EMP0024,2026-03-21,Present
EMP0024,2026-03-20,Present
EMP0024,2026-03-19,Present
EMP0024,2026-03-18,Present
EMP0024,2026-03-17,Present
EMP0024,2026-03-16,Present
EMP0024,2026-03-15,Present
EMP0024,2026-03-14,Work From Home
EMP0024,2026-03-13,Present
EMP0024,2026-03-12,Present
EMP0024,2026-03-11,Present
EMP0024,2026-03-10,Present
EMP0024,2026-03-09,Present
EMP0024,2026-03-08,Absent
EMP0024,2026-03-07,Absent
EMP0024,2026-03-06,Present
EMP0024,2026-03-05,Present
EMP0024,2026-03-04,Present
EMP0024,2026-03-03,Present
EMP0024,2026-03-02,Absent
EMP0024,2026-03-01,Present
EMP0024,2026-02-28,Present
EMP0024,2026-02-27,Present
EMP0024,2026-02-26,Absent
EMP0024,2026-02-25,Present
EMP0025,2026-03-26,Present
EMP0025,2026-03-25,Present
EMP0025,2026-03-24,Work From Home
EMP0025,2026-03-23,Present
EMP0025,2026-03-22,Present
EMP0025,2026-03-21,Present
EMP0025,2026-03-20,Present
EMP0025,2026-03-19,Present
EMP0025,2026-03-18,Present
EMP0025,2026-03-17,Present
EMP0025,2026-03-16,Work From Home
EMP0025,2026-03-15,Present
EMP0025,2026-03-14,Present
EMP0025,2026-03-13,Work From Home
EMP0025,2026-03-12,Present
EMP0025,2026-03-11,Present
EMP0025,2026-03-10,Present
EMP0025,2026-03-09,Present
EMP0025,2026-03-08,Work From Home
EMP0025,2026-03-07,Present
EMP0025,2026-03-06,Present
EMP0025,2026-03-05,Present
EMP0025,2026-03-04,Present
EMP0025,2026-03-03,Present
EMP0025,2026-03-02,Present
EMP0025,2026-03-01,Present
EMP0025,2026-02-28,Present
EMP0025,2026-02-27,Present
EMP0025,2026-02-26,Present
EMP0025,2026-02-25,Present
EMP0026,2026-03-26,Present
EMP0026,2026-03-25,Present
EMP0026,2026-03-24,Present
EMP0026,2026-03-23,Present
EMP0026,2026-03-22,Present
EMP0026,2026-03-21,Present
EMP0026,2026-03-20,Present
EMP0026,2026-03-19,Work From Home
EMP0026,2026-03-18,Present
EMP0026,2026-03-17,Work From Home
EMP0026,2026-03-16,Present
EMP0026,2026-03-15,Work From Home
EMP0026,2026-03-14,Present
EMP0026,2026-03-13,Present
EMP0026,2026-03-12,Present
EMP0026,2026-03-11,Present
EMP0026,2026-03-10,Present
EMP0026,2026-03-09,Present
EMP0026,2026-03-08,Present
EMP0026,2026-03-07,Present
EMP0026,2026-03-06,Present
EMP0026,2026-03-05,Work From Home
EMP0026,2026-03-04,Present
EMP0026,2026-03-03,Present
EMP0026,2026-03-02,Present
EMP0026,2026-03-01,Present
EMP0026,2026-02-28,Work From Home
EMP0026,2026-02-27,Present
EMP0026,2026-02-26,Work From Home
EMP0026,2026-02-25,Present
EMP0027,2026-03-26,Present
EMP0027,2026-03-25,Present
EMP0027,2026-03-24,Present
EMP0027,2026-03-23,Present
EMP0027,2026-03-22,Present
EMP0027,2026-03-21,Present
EMP0027,2026-03-20,Present
EMP0027,2026-03-19,Absent
EMP0027,2026-03-18,Present
EMP0027,2026-03-17,Present
EMP0027,2026-03-16,Present
EMP0027,2026-03-15,Present
EMP0027,2026-03-14,Work From Home
EMP0027,2026-03-13,Work From Home
EMP0027,2026-03-12,Present
EMP0027,2026-03-11,Work From Home
EMP0027,2026-03-10,Present
EMP0027,2026-03-09,Present
EMP0027,2026-03-08,Present
EMP0027,2026-03-07,Work From Home
EMP0027,2026-03-06,Present
EMP0027,2026-03-05,Present
EMP0027,2026-03-04,Absent
EMP0027,2026-03-03,Work From Home
EMP0027,2026-03-02,Present
EMP0027,2026-03-01,Present
EMP0027,2026-02-28,Work From Home
EMP0027,2026-02-27,Present
EMP0027,2026-02-26,Present
EMP0027,2026-02-25,Present
EMP0028,2026-03-26,Work From Home
EMP0028,2026-03-25,Absent
EMP0028,2026-03-24,Absent
EMP0028,2026-03-23,Absent
EMP0028,2026-03-22,Present
EMP0028,2026-03-21,Absent
EMP0028,2026-03-20,Present
EMP0028,2026-03-19,Present
EMP0028,2026-03-18,Present
EMP0028,2026-03-17,Present
EMP0028,2026-03-16,Present
EMP0028,2026-03-15,Present
EMP0028,2026-03-14,Present
EMP0028,2026-03-13,Present
EMP0028,2026-03-12,Work From Home
EMP0028,2026-03-11,Absent
EMP0028,2026-03-10,Present
EMP0028,2026-03-09,Absent
EMP0028,2026-03-08,Present
EMP0028,2026-03-07,Present
EMP0028,2026-03-06,Present
EMP0028,2026-03-05,Present
EMP0028,2026-03-04,Present
EMP0028,2026-03-03,Present
EMP0028,2026-03-02,Present
EMP0028,2026-03-01,Absent
EMP0028,2026-02-28,Present
EMP0028,2026-02-27,Present
EMP0028,2026-02-26,Present
EMP0028,2026-02-25,Present
EMP0029,2026-03-26,Present
EMP0029,2026-03-25,Present
